~id, initials:String, department:String, title:String, ~label
5789,R.N.,Dir - Business Analytics,Global Market Operations,Employee
5792,R.B.,Manager Identity and Access Engineering,Cloud Infrastructure and IT,Employee
5807,N.S.,AM Escrow II,Aftermarket,Employee
5813,R.P.,C3 Support,Employee
5814,T.D.,Hosting Support Phones,Employee
5815,S.R.,Office of the CEO,Employee
5816,L.P.,C3 Support,Employee
5820,S.T.,Eng - Software Development II,Global Platform,Employee
5841,L.N.,Sr. Mgr - Product,Products,Employee
5845,A.N.,Eng - Software Development VII,Products,Employee
5848,L.Y.,Eng - Software Development V,Products,Employee
5866,G.T.,Eng - Software Development V,Global Platform,Employee
5867,C.A.,Dir - UX,Customer Experience,Employee
5871,J.N.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
5902,M.E.,Consultant - SalesSupport,C3 Support,Employee
5905,J.N.,Operations Engineer II,Hosting Support Managed Services,Employee
5922,J.N.,Consultant - Hosting Support I,Technical Hosting Services,Employee
5934,M.L.,Mgr - DC Ops Program II,Cloud Infrastructure and IT,Employee
5939,M.S.,Sup - C3,C3 Support,Employee
5943,A.O.,DCAST Level 5,Domain Services,Employee
5969,J.Y.,Dir - SRE,Cloud Infrastructure and IT,Employee
5973,A.W.,Sup - C3,Productivity Advanced Services,Employee
5981,T.Y.,Consultant - Hosting Support II,Technical Hosting Services,Employee
5994,P.R.,Consultant - Hosting Support I,Hosting Support Phones,Employee
6008,B.D.,Sr. Mgr - SRE,Cloud Infrastructure and IT,Employee
6043,A.M.,Eng - Network IV,Cloud Infrastructure and IT,Employee
6060,C.Y.,Mgr - DC Ops Program II,Cloud Infrastructure and IT,Employee
6061,S.T.,Eng - Software Development in Test V,Global Platform,Employee
6067,W.E.,Guard - Security,Accounting and Finance,Employee
6078,S.N.,Consultant - SalesSupport,C3 Support,Employee
6085,J.Y.,Eng - Network V,Cloud Infrastructure and IT,Employee
6093,N.C.,Information Systems,Employee
6095,N.R.,Abuse,Employee
6113,J.B.,Business Analytics Analyst I,Care Analytics,Employee
6123,J.E.,AM Sales III,Aftermarket,Employee
6125,N.S.,Productivity Advanced Services Representative,Productivity Advanced Services,Employee
6128,P.L.,Eng - Software Development IV,Products,Employee
6136,C.Y.,Sup - C3,Mid-Market,Employee
6138,G.O.,AM Sales I,Aftermarket,Employee
6162,C.R.,Consultant - Productivity I,Productivity,Employee
6167,M.W.,Sr. Mgr - Product,Products,Employee
6174,J.N.,LDP,Hosting Support Phones,Employee
6185,J.E.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
6192,J.S.,Eng - System I,Cloud Infrastructure and IT,Employee
6206,A.N.,Sr. Mgr - Finance,Accounting and Finance,Employee
6216,K.A.,Dir - Program Management,Products,Employee
6230,R.A.,Designer - Visual I,Marketing and Brand,Employee
6234,R.N.,Mgr - Hosting Support Managed Services,Hosting Support Management,Employee
6239,T.M.,Consultant - CDT Sales Support,CDT Retention Test Team,Employee
6261,A.M.,Consultant - Prem Hosting,Hosting Support Premier,Employee
6268,J...,Analyst - HR III,Transformation,Employee
6270,R.I.,Eng - Software Development IV,Products,Employee
6272,M.K.,Eng - Software Development IV,Products,Employee
6273,K.L.,Eng - Software Development in Test II,Products,Employee
6298,M.L.,VP - SRE,Cloud Infrastructure and IT,Employee
6332,J.A.,Sr. Mgr - SCS Compliance,Secure Certificate Services,Employee
6350,B.N.,Consultant - Hosting Support Sales,Hosting Support Sales,Employee
6352,P.E.,Eng - System III,Cloud Infrastructure and IT,Employee
6361,J.E.,Eng - Software Development III,Technology Engineering,Employee
6362,M.L.,Eng - Software Development V,Technology Engineering,Employee
6368,B.N.,AM Sales II,Aftermarket,Employee
6370,K.R.,Solutions Engineer III,Hosting Support Managed Services,Employee
6398,K.N.,Sup - C3,Productivity,Employee
6402,D.L.,Mgr - Project,Hosting Support Managed Services,Employee
6411,B.N.,AM Sales II,Aftermarket,Employee
6430,J.N.,Identity and Access UA Engineer III,Cloud Infrastructure and IT,Employee
6434,J.A.,Eng - Site Reliability III,Cloud Infrastructure and IT,Employee
6440,C.D.,Eng - System III,Cloud Infrastructure and IT,Employee
6445,S.N.,Solutions Engineer III,Hosting Support Managed Services,Employee
6461,P.P.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Employee
6462,A.M.,Consultant - Productivity I,Productivity,Employee
6470,K.H.,Eng - Data Center V,Cloud Infrastructure and IT,Employee
6471,E.N.,Eng - Software Development IV,Global Platform,Employee
6485,B.N.,Solutions Engineer I,Hosting Support Managed,Employee
6491,M.K.,Prem Svcs IV,Premier Services - Platinum,Employee
6501,M.C.,Rep - Advanced Technical Support - Hosting,Advanced Technical Support - HS Tech Chat,Employee
6532,B.N.,Sr. Dir - Business Analytics,Global Market Operations,Employee
6534,J.F.,Eng - Software Development IV,Global Platform,Employee
6535,A.U.,Eng - Software Development IV,Global Platform,Employee
6537,M.C.,Sr. Dir - Financial Reporting,Accounting and Finance,Employee
6544,G.G.,Manager - CDT Marketing,Global Market Operations,Employee
6575,D.D.,Eng - Site Reliability IV,Cloud Infrastructure and IT,Employee
6581,B.N.,Advisor - GoDaddy Business,CDT SEO Test Team,Employee
6588,A.E.,Eng - Software Development in Test III,Products,Employee
6589,J.F.,Lead Testing Strategy and Execution Engineer,Transformation,Employee
6590,J.N.,Eng - System III,Cloud Infrastructure and IT,Employee
6596,J.N.,Eng - Software Development IV,Products,Employee
6610,S.E.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
6628,T.D.,Eng - Software Development V,Products,Employee
6632,C.A.,Dir - Program Management (Mgr),Products,Employee
6641,M.W.,Senior Director Inbound and Chat,C3 Support,Employee
6647,S.N.,Dir - Communications (Mgr),Corporate Communications,Employee
6649,L.E.,Sr. Dir - Finance,Accounting and Finance,Employee
6674,J.N.,Consultant - Hosting Support Web Pro,Partner Services,Employee
6677,E.C.,Consultant - Prem Hosting,Hosting Support Premier,Employee
6680,M.W.,Assoc - Secure Certificate Services IV,Secure Certificate Services,Employee
6685,M.T.,Consultant - OCEO III,Office of the CEO,Employee
6699,J.N.,Mgr - Software Development,Products,Employee
6710,A.M.,Aftermarket Partner Sales II,Aftermarket,Employee
6713,J.N.,Assoc - Secure Certificate Services II,Secure Certificate Services,Employee
6714,T.Y.,Consultant - Productivity I,Productivity,Employee
6728,T.M.,Sup - C3,CDT GoDaddy Business Advisors,Employee
6729,B.N.,Business Analyst II,C3 Management,Employee
6733,N.N.,Eng - Site Reliability I (S),Cloud Infrastructure and IT,Employee
6770,J.N.,AM Sales II,Aftermarket,Employee
6780,B.E.,Eng - Data Center III,Cloud Infrastructure and IT,Employee
6789,C.E.,Consultant - Hosting Support I,Hosting Support Sales,Employee
6790,M.L.,Sr. Mgr - Product,Global Platform,Employee
6797,S.T.,Eng - Software Development III,Products,Employee
6805,M.L.,Sr. Mgr - AM Sales,Aftermarket,Employee
6808,A.W.,AM Escrow IV,Aftermarket,Employee
6811,K.N.,QA Team Manager - Website Services,Website Creation,Employee
6813,J.E.,Assoc - Secure Certificate Services II,Secure Certificate Services,Employee
6815,P.K.,Consultant - Hosting Support Web Pro,Hosting Support Sales,Employee
6819,C.R.,Sr. Mgr - C3 Site,C3 Support,Employee
6830,M.L.,Operations Engineer II,Hosting Support Managed Services,Employee
6834,B.N.,AM Sales II,Aftermarket,Employee
6853,B.N.,Eng - Site Reliability III,Cloud Infrastructure and IT,Employee
6860,M.A.,Consultant - SalesSupport,C3 Support,Employee
6871,S.O.,Sup - C3,Australia CDT,Employee
6878,R.T.,Sr. Mgr - Software Development,Products,Employee
6886,M.L.,Spec - Customer Engagement (CDT),CDT GoDaddy Business Advisors,Employee
6910,G.G.,Eng - Software Development V,Global Platform,Employee
6911,D.N.,Eng - Software Development in Test III,Global Platform,Employee
6913,D.D.,Sr. Mgr - Marketing,Marketing and Brand,Employee
6914,B.I.,Sr. Dir - Product Management,Global Platform,Employee
6937,J.H.,Eng - Site Reliability III,Products,Employee
6942,B.N.,Solutions Engineer I,Hosting Support Managed,Employee
6954,H.Y.,Eng - Software Development IV,Products,Employee
6955,J.Y.,Spec - Production IV,Marketing and Brand,Employee
6956,C.G.,Eng - System III,Cloud Infrastructure and IT,Employee
6957,J.Y.,Eng - Software Development IV,Products,Employee
6967,S.H.,Mgr - IT Security,Security,Employee
6971,A.W.,Consultant - SalesSupport,C3 Support,Employee
6973,C.Y.,Consultant - Prdctvty III,Mid-Market,Employee
6978,T.Y.,Sr. Dir - Product Management,Technology Engineering,Employee
6982,A.O.,Sr. Mgr - C3 Site,Billing,Employee
6984,J.E.,Consultant - SalesSupport,Billing,Employee
6993,J.A.,Analyst - Backup,Cloud Infrastructure and IT,Employee
7002,N.K.,Eng - System II,Cloud Infrastructure and IT,Employee
7007,N.K.,Mgr - Program,C3 Management,Employee
7008,S.N.,Advisor - GoDaddy Business,CDT GoDaddy Business Advisors,Employee
7015,N.T.,Eng - Software Development IV,Products,Employee
7017,A.L.,Eng - Software Development IV,Products,Employee
7028,A.N.,Learning Professional II,C3 New Hire Trainers,Employee
7033,S.N.,Mgr - DC Ops Program I,Cloud Infrastructure and IT,Employee
7050,J.L.,Dir - Business Analytics,Customer Experience,Employee
7053,F.O.,Analyst - Physical Security II,Accounting and Finance,Employee
7057,D.D.,Guard - Security,Accounting and Finance,Employee
7061,M.L.,Eng - Software Development V,Products,Employee
7072,J.S.,Assoc - Secure Certificate Services III,Secure Certificate Services,Employee
7073,W.M.,AfterMarket Escrow I,Aftermarket,Employee
7078,R.T.,C3 Training,Employee
7084,T.S.,Eng - Software Development in Test III,Products,Employee
7088,A.Y.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
7091,K.N.,Eng - Software Development IV,Technology Engineering,Employee
7092,J.Y.,Spec - Email Mktg Supp,C3 Support,Employee
7114,D.E.,Product Manager - Purchase Experience,Global Platform,Employee
7125,S.N.,Productivity Advanced Services Representative,Productivity Advanced Services,Employee
7126,J.N.,Prem Svcs II,Premier Services - Gold,Employee
7127,B.N.,Hosting Sales Supervisor,Hosting Support Sales,Employee
7134,M.T.,AM Sales II,Aftermarket,Employee
7146,B.T.,Sup - C3,C3 Management,Employee
7157,S.N.,Eng - System IV,Cloud Infrastructure and IT,Employee
7167,K.E.,Mgr - SRE,Cloud Infrastructure and IT,Employee
7168,J.N.,Eng - System II,Cloud Infrastructure and IT,Employee
7172,B.Y.,Sr. Mgr - Software Development,Global Platform,Employee
7186,D.L.,Consultant - SalesSupport,C3 Support,Employee
7187,B.E.,Mgr - Tax,Accounting and Finance,Employee
7195,M.L.,Writer III,Products,Employee
7200,R.N.,Mgr - Desktop Support,Cloud Infrastructure and IT,Employee
7203,M.T.,Eng - Software Development III,Products,Employee
7251,A.S.,Eng - Software Development IV,Products,Employee
7256,T.M.,Solutions Engineer I,Hosting Support Managed,Employee
7260,A.N.,Solutions Engineer III,Hosting Support Managed Services,Employee
7274,K.L.,Advisor - GoDaddy Business,CDT Campaign Test,Employee
7283,B.E.,Dir - Marketing,Marketing and Brand,Employee
7300,E.D.,Advisor - GoDaddy Business,CDT Web Presence,Employee
7302,W.M.,Consultant - Prdctvty III,Mid-Market,Employee
7303,A.N.,Dir - AM Sales,Aftermarket,Employee
7305,A.O.,AM Sales I,Aftermarket,Employee
7315,T.S.,Mgr - Data Center Operations,Cloud Infrastructure and IT,Employee
7318,J.E.,Mgr - Product,Customer Experience,Employee
7327,M.L.,Sup - C3,CDT Web Presence,Employee
7330,B.E.,Eng - Site Reliability III,Cloud Infrastructure and IT,Employee
7331,D.N.,Consultant - Productivity I,Productivity Premier,Employee
7339,B.K.,Prem Svcs IV,Premier Services - Platinum,Employee
7342,K.T.,Eng - Software Development IV,Global Platform,Employee
7348,J.Y.,Mgr - Program III,Productivity,Employee
7356,B.N.,LDP,Hosting Support Sales,Employee
7365,C.R.,Operations Engineer I,Hosting Support Managed Services,Employee
7367,Z.Y.,Consultant - Hosting Support II,Hosting Support Sales,Employee
7370,M.T.,Consultant - Hosting Support I,Technical Hosting Services,Employee
7382,G.F.,Mgr - Marketing,Products,Employee
7393,D.N.,Assoc - Secure Certificate Services I,Secure Certificate Services,Employee
7399,P.L.,Director Business Enablement Support Team (BEST),Cloud Infrastructure and IT,Employee
7403,J.A.,Dir - UX,Products,Employee
7405,J.H.,LDP,Productivity,Employee
7419,M.O.,Consultant - SalesSupport,C3 Support,Employee
7446,G.T.,Hardware Engineer,Cloud Infrastructure and IT,Employee
7451,W.Y.,Solutions Engineer III,Hosting Support Managed Services,Employee
7460,R.N.,Sr. Dir - C3,C3 Management,Employee
7465,S.N.,Eng - Software Development II,Global Platform,Employee
7466,L.I.,Consultant - Hosting Support I,Technical Hosting Services,Employee
7468,M.O.,Eng - Software Development in Test II,Global Platform,Employee
7482,T.R.,Manager - Advanced Technical Support,Advanced Technical Support,Employee
7497,D.Y.,Sup - SRE,Cloud Infrastructure and IT,Employee
7501,A.A.,Consultant - Hosting Support I,Hosting Support Sales,Employee
7516,S.N.,Sup - Advanced Tech Supp,Advanced Technical Support,Employee
7523,D.D.,Consultant - Hosting Support III,Hosting Support Phones,Employee
7524,C.R.,Spec - Sales & Retention,Professional Services,Employee
7532,D.G.,Eng - Software Development III,Products,Employee
7543,J.H.,Eng - System III,Cloud Infrastructure and IT,Employee
7544,K.N.,Spec - Workforce II,C3 Management,Employee
7566,E.E.,Eng - System II,Cloud Infrastructure and IT,Employee
7574,E.Y.,Mgr - Product,Customer Experience,Employee
7593,J.A.,Solutions Engineer I,Hosting Support Managed,Employee
7598,P.L.,Consultant - Hosting Support I,Technical Hosting Services,Employee
7602,D.L.,Consultant - Hosting Support II,Reseller Support,Employee
7612,F.X.,Eng - Software Development VI,Products,Employee
7615,R.Y.,Sr. Mgr - Data Centers,Cloud Infrastructure and IT,Employee
7617,S.N.,Sr. Mgr - SRE,Cloud Infrastructure and IT,Employee
7618,J.E.,Sup - SRE,Cloud Infrastructure and IT,Employee
7640,I.C.,Eng - Security II,Cloud Infrastructure and IT,Employee
7643,C.A.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
7651,J.N.,Eng - Site Reliability I (S),Cloud Infrastructure and IT,Employee
7666,J.Y.,Dir - Software Development,Global Platform,Employee
7667,P.L.,Eng - Software Development III,Global Platform,Employee
7669,S.E.,Dir - Product Mktg (Mgr),Products,Employee
7671,C.N.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
7680,N.N.,Mgr - C3 Site,C3 Support,Employee
7691,J.A.,AM Sales II,Aftermarket,Employee
7699,P.K.,Eng - System III,Cloud Infrastructure and IT,Employee
7701,J.E.,Technology Risk Manager III,Cloud Infrastructure and IT,Employee
7702,A.L.,Mgr - SRE,Cloud Infrastructure and IT,Employee
7705,R.D.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Employee
7715,S.N.,Consultant - Hosting Support I,Reseller Support,Employee
7717,M.N.,Prem Svcs II,Premier Services - Gold,Employee
7734,T.S.,Payment Operations Manager,Fraud,Employee
7735,M.E.,Consultant - OCEO III,Office of the CEO,Employee
7738,C.Y.,Solutions Engineer III,Hosting Support Managed Services,Employee
7744,J.D.,Mgr - Program,Products,Employee
7752,M.E.,Eng - Software Development in Test III,Global Platform,Employee
7753,L.A.,Recruiter III,People Operations,Employee
7760,J.A.,Sr. Dir - UX,Global Platform,Employee
7778,J.N.,Consultant - SalesSupport,Billing,Employee
7788,H.R.,Rep - Advanced Technical Support,Advanced Technical Support,Employee
7809,A.N.,Sup - C3,US Multilanguage Support,Employee
7814,I.N.,Sup - C3,Hosting Support Sales,Employee
7820,Y.I.,Rep - Advanced Technical Support - Hosting,Advanced Technical Support - HS Tech Chat,Employee
7821,C.D.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Employee
7838,S.N.,Creative Dir,Marketing and Brand,Employee
7839,M.O.,Eng - Site Reliability IV,Cloud Infrastructure and IT,Employee
7840,C.E.,Eng - Software Development III,Products,Employee
7842,V.E.,Analyst - Backup,Cloud Infrastructure and IT,Employee
7848,B.Y.,Payment Operations Analyst - Level III,Fraud,Employee
7850,P.L.,Eng - Site Reliability III,Cloud Infrastructure and IT,Employee
7858,D.L.,Advisor - GoDaddy Business,CDT Web Presence,Employee
7863,T.Y.,Consultant - SalesSupport,C3 Support,Employee
7864,E.C.,Consultant - Hosting Support I,Hosting Support Phones,Employee
7870,A.Y.,Consultant - Hosting Support I,Hosting Support Phones,Employee
7876,B.N.,Eng - Software Development III,Products,Employee
7880,J.Y.,Consultant - Hosting Support Web Pro,Reseller Support,Employee
7896,D.L.,Consultant - Hosting Support I,Hosting Support Phones,Employee
7897,D.A.,Spec - Email Mktg Supp,C3 Support,Employee
7900,M.C.,Rep - Incident Management,Advanced Technical Support - Non Chat,Employee
7908,C.I.,Sup - C3,Billing,Employee
7916,M.L.,Consultant - Productivity I,Productivity Premier,Employee
7920,N.E.,Sr. Mgr - Marketing,Global Market Operations,Employee
7921,R.T.,Sr. Dir - Business Analytics,Global Market Operations,Employee
7933,F.K.,Consultant - SalesSupport,C3 Support,Employee
7935,S.E.,AM Sales II,Aftermarket,Employee
7937,J.N.,Consultant - Hosting Support I,Hosting Support Phones,Employee
7940,B.N.,Advisor - GoDaddy Business,CDT Web Presence,Employee
7941,M.W.,Learning Professional V,C3 New Hire Trainers,Employee
7944,S.E.,Dir - Marketing,Global Market Operations,Employee
7968,P.K.,Consultant - SalesSupport,Inbound Services,Employee
7991,J.D.,Advisor - GoDaddy Business,CDT GoDaddy Business Advisors,Employee
8009,A.E.,Eng - Software Development II,Security - Sucuri,Employee
8012,C.E.,VP - Marketing,Global Market Operations,Employee
